customer_id,credit_score,credit_band,dti,delinq_2yrs,open_acc,pub_rec,total_acc,revol_bal,revol_util
642735,611.147055333534,Subprime,11.09,4.0,11.0,0.0,26.0,18413.0,89.0
515459,639.8918110150919,Subprime,1.55,0.0,3.0,0.0,18.0,2095.0,27.2
9954,747.8705280558703,Prime,6.28,0.0,11.0,0.0,23.0,13515.0,28.0
122497,709.3145099855743,Prime,17.93,0.0,6.0,1.0,17.0,8627.0,67.9
351389,777.1218147391139,Super Prime,6.96,0.0,14.0,0.0,26.0,4034.0,5.8
57389,623.1901829718282,Subprime,4.31,0.0,7.0,0.0,16.0,10925.0,37.9
232122,640.3565630570196,Near Prime,16.32,0.0,10.0,0.0,13.0,9786.0,74.8
211514,576.298061857417,Subprime,34.93,0.0,8.0,0.0,28.0,8359.0,35.4
151763,739.8795909150073,Prime,4.86,0.0,7.0,0.0,9.0,3055.0,8.0
651401,690.5516679343301,Near Prime,10.09,0.0,8.0,0.0,20.0,21259.0,49.4
559227,697.558199821166,Near Prime,37.55,0.0,10.0,0.0,20.0,44910.0,100.7
60150,709.1965505251442,Prime,24.13,0.0,10.0,0.0,45.0,2175.0,9.9
453676,725.4918430620866,Prime,19.93,0.0,16.0,1.0,48.0,21876.0,41.8
513123,729.5572813223589,Prime,17.6,0.0,5.0,0.0,16.0,9835.0,89.4
174109,647.3570370971532,Near Prime,10.69,0.0,10.0,1.0,17.0,7310.0,26.9
478827,564.202912949189,Subprime,21.82,0.0,9.0,0.0,13.0,29299.0,85.4
192647,552.5548766000228,Subprime,14.88,0.0,15.0,0.0,30.0,300.0,0.9
439400,722.37783187609,Prime,13.51,0.0,6.0,0.0,12.0,23389.0,95.1
315938,699.6983020826314,Near Prime,34.01,0.0,19.0,0.0,25.0,23009.0,40.3
135828,604.6581155252569,Subprime,14.39,0.0,18.0,0.0,31.0,17155.0,31.8
456781,729.5595582147763,Prime,14.61,2.0,28.0,0.0,45.0,3259.0,11.2
316242,742.7845402075941,Prime,15.06,0.0,10.0,0.0,10.0,510.0,6.5
403287,587.2321432288085,Subprime,26.48,0.0,11.0,0.0,17.0,6989.0,21.1
261468,689.8011312483342,Near Prime,19.41,1.0,14.0,0.0,25.0,7086.0,61.1
672812,674.3008569403999,Near Prime,11.85,1.0,7.0,0.0,13.0,30225.0,73.5
417111,622.4588683856875,Subprime,19.41,0.0,8.0,0.0,12.0,2624.0,7.5
3308,679.2673642482129,Near Prime,32.97,0.0,11.0,0.0,29.0,38709.0,51.3
440618,695.3769908441345,Near Prime,8.42,0.0,8.0,0.0,17.0,20664.0,73.3
477620,647.7786223623572,Near Prime,7.16,0.0,13.0,0.0,28.0,3769.0,38.9
399755,665.1779709051248,Near Prime,2.86,0.0,4.0,1.0,6.0,4621.0,42.4
293513,739.1330490367412,Prime,14.21,0.0,13.0,0.0,17.0,137.0,1.2
401542,762.0091150478085,Super Prime,16.78,1.0,12.0,0.0,19.0,3126.0,28.4
481448,718.2250497192088,Prime,26.8,0.0,17.0,0.0,39.0,21985.0,26.0
91066,636.575957035997,Subprime,10.67,0.0,12.0,0.0,31.0,4441.0,37.6
547200,639.7558965076446,Subprime,1.29,0.0,3.0,1.0,14.0,1027.0,19.0
60477,684.9480703462965,Near Prime,13.09,0.0,11.0,0.0,33.0,21315.0,80.4
647355,629.6757747480631,Subprime,12.45,0.0,10.0,0.0,21.0,6406.0,59.3
442276,689.1868958937303,Near Prime,19.81,0.0,22.0,0.0,44.0,31630.0,49.5
197523,727.9581573873985,Prime,10.13,1.0,3.0,0.0,16.0,6778.0,72.9
448792,621.4251454645763,Subprime,17.19,0.0,11.0,1.0,30.0,4287.0,29.6
329672,795.5819832380719,Super Prime,26.86,0.0,10.0,2.0,24.0,6427.0,49.1
302418,743.8190718404189,Prime,14.19,0.0,12.0,1.0,14.0,4343.0,20.3
480383,661.4894661518101,Near Prime,22.36,0.0,15.0,0.0,28.0,20882.0,48.1
435109,659.811053596373,Near Prime,12.56,0.0,11.0,2.0,18.0,10517.0,63.7
634874,685.6793698932478,Near Prime,9.89,0.0,7.0,1.0,12.0,13180.0,54.9
506313,705.140551376584,Prime,32.4,0.0,33.0,0.0,52.0,21157.0,18.5
571249,729.1480365098463,Prime,10.72,0.0,6.0,1.0,10.0,4853.0,78.3
133344,709.1979028656673,Prime,13.35,1.0,15.0,0.0,21.0,91349.0,62.2
10751,489.4582878121878,Subprime,18.67,0.0,10.0,0.0,23.0,16374.0,0.4
513083,663.4061942446368,Near Prime,11.85,0.0,9.0,3.0,23.0,8703.0,49.4
14810,848.4056194670903,Super Prime,4.86,0.0,9.0,1.0,16.0,1515.0,13.2
190159,718.9691236224812,Prime,18.48,0.0,13.0,0.0,32.0,20015.0,69.3
456268,766.9178798410035,Super Prime,18.13,0.0,8.0,0.0,15.0,33274.0,88.3
481626,614.7659974454763,Subprime,27.78,0.0,14.0,0.0,36.0,6895.0,75.8
593455,724.0112108673513,Prime,10.68,0.0,7.0,0.0,21.0,15436.0,95.0
139475,779.0631300185348,Super Prime,21.9,0.0,8.0,0.0,11.0,1613.0,37.5
285717,613.6075473643349,Subprime,10.52,0.0,7.0,0.0,14.0,7181.0,77.2
14512,616.3594289547667,Subprime,18.55,1.0,13.0,0.0,32.0,17731.0,82.5
244121,689.077022641921,Near Prime,15.7,0.0,7.0,0.0,8.0,14742.0,81.4
317586,762.4316698618635,Super Prime,15.39,1.0,7.0,0.0,22.0,1061.0,39.3
382416,612.2195862081915,Subprime,19.75,0.0,10.0,0.0,24.0,19992.0,75.4
648293,734.1397645627611,Prime,17.72,3.0,8.0,0.0,21.0,13833.0,67.2
316433,737.2137701602805,Prime,70.9,0.0,5.0,0.0,10.0,3176.0,77.5
637885,672.9086148226213,Near Prime,21.93,3.0,14.0,1.0,28.0,12788.0,52.2
654335,764.385218998068,Super Prime,30.13,0.0,27.0,0.0,42.0,42066.0,67.4
449278,705.9457696458062,Prime,23.55,0.0,5.0,0.0,15.0,12296.0,82.0
10739,537.7043604309309,Subprime,8.09,1.0,7.0,0.0,29.0,9047.0,29.0
57876,700.8614011856472,Prime,19.37,0.0,12.0,0.0,22.0,50461.0,59.2
606006,772.361832727958,Super Prime,19.35,0.0,9.0,0.0,22.0,15843.0,74.7
461138,838.0469364784904,Super Prime,22.21,0.0,15.0,0.0,16.0,8343.0,86.9
29350,543.7090522312727,Subprime,13.16,0.0,12.0,0.0,14.0,9355.0,21.1
350350,677.4162318324776,Near Prime,10.47,0.0,5.0,0.0,16.0,1547.0,17.0
382889,670.753716687374,Near Prime,9.3,0.0,10.0,0.0,11.0,7023.0,48.1
342527,702.0544869952207,Prime,17.86,0.0,9.0,0.0,19.0,9858.0,75.3
481625,763.8111124972746,Super Prime,27.0,0.0,13.0,0.0,32.0,22568.0,33.4
60178,711.358507225962,Prime,6.44,0.0,3.0,0.0,21.0,9927.0,97.3
544599,686.5531540140672,Near Prime,18.85,0.0,14.0,0.0,20.0,3169.0,7.2
376379,659.2972528129112,Near Prime,16.85,0.0,11.0,1.0,19.0,5768.0,83.6
631010,794.2849955161214,Super Prime,28.21,3.0,12.0,0.0,31.0,8668.0,47.4
576864,722.1481577463717,Prime,15.5,0.0,8.0,0.0,21.0,13832.0,67.5
13919,674.3161275334952,Near Prime,30.76,0.0,12.0,0.0,30.0,21266.0,26.5
518751,698.2543108803646,Near Prime,22.77,0.0,9.0,0.0,35.0,8995.0,94.7
111672,789.3693657053914,Super Prime,3.12,1.0,9.0,0.0,25.0,23624.0,51.2
275398,650.9836248964061,Near Prime,32.79,0.0,12.0,0.0,20.0,8726.0,51.9
577584,650.2616838190199,Near Prime,12.91,0.0,9.0,0.0,20.0,36497.0,72.4
357757,662.6031578018631,Near Prime,19.17,0.0,13.0,0.0,17.0,11637.0,79.7
170357,573.8543476340917,Subprime,11.55,3.0,16.0,0.0,21.0,2721.0,13.1
411037,702.1062982631729,Prime,22.28,1.0,8.0,0.0,24.0,15125.0,34.5
554591,850.0,Super Prime,21.67,1.0,16.0,0.0,33.0,39486.0,52.1
493023,836.2161976509392,Super Prime,20.86,0.0,7.0,1.0,13.0,14947.0,77.4
690797,759.0226168131109,Prime,19.66,0.0,24.0,0.0,52.0,42957.0,40.8
384378,850.0,Super Prime,19.0,0.0,12.0,1.0,20.0,2708.0,23.1
33090,780.7587471311202,Super Prime,14.28,0.0,10.0,0.0,23.0,18079.0,70.6
638046,634.6068680709827,Subprime,18.55,0.0,14.0,0.0,19.0,6300.0,34.2
282096,547.4827514222058,Subprime,29.2,1.0,10.0,0.0,14.0,10450.0,53.6
541898,646.8634680592073,Near Prime,28.48,0.0,13.0,1.0,34.0,20569.0,66.6
175995,689.9568367903389,Near Prime,3.69,0.0,3.0,1.0,11.0,0.0,0.0
302893,757.2357135137974,Prime,5.31,0.0,7.0,0.0,12.0,5593.0,15.2
317168,589.0116671817952,Subprime,2.31,0.0,6.0,1.0,7.0,1281.0,12.3
61397,782.606189086451,Super Prime,23.83,0.0,15.0,0.0,35.0,57018.0,87.7
315608,721.1183953050288,Prime,9.01,1.0,4.0,0.0,10.0,2093.0,24.6
400194,718.2032086456865,Prime,15.7,1.0,10.0,0.0,28.0,13433.0,59.2
521508,650.1423898390942,Near Prime,24.18,0.0,9.0,0.0,25.0,4515.0,92.1
340799,659.0112221066514,Near Prime,41.24,0.0,24.0,0.0,36.0,46402.0,37.0
559207,673.0946957616814,Near Prime,19.58,0.0,11.0,0.0,22.0,18384.0,67.1
357503,786.4964345644622,Super Prime,26.08,0.0,16.0,1.0,22.0,11362.0,78.9
577503,756.8758332449432,Prime,3.14,1.0,7.0,1.0,11.0,5788.0,56.7
577459,724.84750660222,Prime,30.75,1.0,10.0,0.0,12.0,11754.0,25.9
443398,760.8179163901755,Super Prime,13.37,0.0,7.0,0.0,12.0,6924.0,49.8
640901,669.2500799319185,Near Prime,14.94,0.0,14.0,0.0,39.0,39863.0,59.1
147753,719.3042665281465,Prime,6.03,0.0,11.0,0.0,23.0,22783.0,26.8
138615,694.706909194948,Near Prime,6.05,0.0,9.0,0.0,16.0,10376.0,14.5
419424,609.3959047253306,Subprime,13.87,0.0,6.0,1.0,19.0,3276.0,19.4
399715,656.1200047409585,Near Prime,19.97,0.0,6.0,1.0,11.0,3503.0,15.4
576223,639.3503153615711,Subprime,15.2,0.0,9.0,0.0,11.0,15579.0,78.7
652427,850.0,Super Prime,11.47,0.0,4.0,0.0,5.0,7816.0,84.0
23863,584.8667689688085,Subprime,30.66,1.0,24.0,0.0,40.0,33610.0,44.9
605438,776.6547099850565,Super Prime,21.63,0.0,17.0,0.0,27.0,122152.0,2.7
112320,589.1765377891036,Subprime,12.27,0.0,8.0,0.0,25.0,3695.0,52.8
57436,770.7903880693927,Super Prime,9.98,0.0,9.0,0.0,25.0,12054.0,31.7
520236,686.1401596012953,Near Prime,28.0,0.0,12.0,0.0,19.0,25446.0,72.3
526351,691.7510796019659,Near Prime,12.72,0.0,16.0,0.0,23.0,327.0,5.3
654405,841.2644330614505,Super Prime,17.0,0.0,11.0,0.0,20.0,24282.0,93.4
165605,661.6923702601315,Near Prime,4.18,0.0,5.0,0.0,14.0,4390.0,14.4
557069,698.5406295408367,Near Prime,22.67,0.0,21.0,0.0,33.0,24650.0,53.6
630967,716.7750402923783,Prime,27.06,0.0,7.0,0.0,15.0,23629.0,93.0
59488,705.2654148235447,Prime,19.02,2.0,17.0,0.0,36.0,32347.0,90.9
265447,651.4159904047781,Near Prime,12.65,0.0,15.0,0.0,40.0,42404.0,71.0
115410,800.3870521409634,Super Prime,26.34,0.0,16.0,0.0,43.0,6019.0,14.1
533889,707.9404801776053,Prime,35.4,1.0,17.0,0.0,29.0,12737.0,65.3
98032,725.5152095461766,Prime,4.31,0.0,14.0,1.0,58.0,10249.0,62.1
646356,580.6214125918501,Subprime,29.74,0.0,15.0,0.0,32.0,24188.0,61.2
37477,695.0920225001331,Near Prime,22.58,0.0,13.0,0.0,24.0,30193.0,50.0
236985,584.6778731121592,Subprime,17.6,1.0,11.0,0.0,25.0,4341.0,17.8
480411,850.0,Super Prime,20.84,0.0,10.0,0.0,22.0,42160.0,78.8
124439,723.3679338915101,Prime,14.44,1.0,8.0,0.0,33.0,10688.0,40.6
674787,739.7603969813946,Prime,14.57,0.0,11.0,1.0,17.0,11089.0,34.8
75317,744.9732461907361,Prime,6.73,0.0,24.0,0.0,52.0,7983.0,10.0
544769,585.733946166581,Subprime,25.98,0.0,14.0,0.0,26.0,25430.0,55.8
672892,850.0,Super Prime,22.15,0.0,17.0,0.0,21.0,9222.0,32.1
539235,695.2939989956558,Near Prime,23.2,0.0,24.0,0.0,40.0,9706.0,18.2
476906,738.9038133419197,Prime,11.15,0.0,13.0,0.0,27.0,13672.0,93.8
432495,698.4170358852192,Near Prime,13.53,0.0,4.0,0.0,15.0,2819.0,51.3
246231,726.9829838110314,Prime,18.04,2.0,8.0,0.0,13.0,2591.0,32.0
131083,679.820022713533,Near Prime,20.56,0.0,10.0,0.0,19.0,47704.0,96.2
254925,588.4291140553746,Subprime,8.22,0.0,5.0,0.0,13.0,12053.0,71.7
318241,721.0271708955955,Prime,3.38,1.0,7.0,0.0,15.0,26455.0,68.7
283098,581.3498788453463,Subprime,25.37,1.0,17.0,2.0,45.0,30581.0,55.5
652486,669.6087110250719,Near Prime,16.43,0.0,11.0,0.0,29.0,6029.0,83.0
545770,722.9018213191772,Prime,11.02,0.0,9.0,1.0,12.0,11250.0,81.5
401384,634.7327440021361,Subprime,28.4,0.0,8.0,0.0,12.0,1151.0,8.6
644558,796.1211266387795,Super Prime,15.38,0.0,13.0,0.0,17.0,6029.0,27.0
417044,783.7123757593668,Super Prime,25.09,0.0,7.0,1.0,11.0,6291.0,54.7
80488,684.5740572607461,Near Prime,17.09,0.0,13.0,0.0,33.0,19431.0,67.5
627630,657.1969473125139,Near Prime,18.03,0.0,6.0,0.0,15.0,36371.0,73.5
546085,707.982665134478,Prime,14.97,0.0,12.0,0.0,18.0,832.0,4.4
6863,708.2469856724479,Prime,15.22,0.0,5.0,0.0,6.0,1936.0,48.4
306713,723.3591226534052,Prime,17.54,0.0,9.0,1.0,17.0,4538.0,65.0
26980,679.1149633933642,Near Prime,20.31,0.0,28.0,0.0,61.0,16473.0,26.8
328615,581.1394003106108,Subprime,2.25,0.0,3.0,0.0,4.0,2949.0,45.4
574960,609.4884681114502,Subprime,13.94,0.0,9.0,0.0,10.0,11093.0,72.5
187993,697.235714069153,Near Prime,8.95,0.0,18.0,0.0,35.0,4120.0,67.5
384770,633.025625261174,Subprime,22.35,0.0,22.0,0.0,28.0,30690.0,51.8
149528,781.7308741196873,Super Prime,12.38,0.0,14.0,0.0,25.0,6876.0,18.1
367168,718.7465898148488,Prime,18.42,0.0,8.0,0.0,11.0,18843.0,67.8
416428,729.0698059877336,Prime,37.96,0.0,12.0,0.0,30.0,20249.0,43.7
474211,642.1045197721227,Near Prime,35.56,0.0,28.0,0.0,51.0,27576.0,79.7
629636,670.2946614546148,Near Prime,8.63,0.0,20.0,0.0,34.0,17695.0,26.1
307871,758.826789262351,Prime,26.37,2.0,5.0,2.0,17.0,2239.0,17.0
203159,704.1566914990447,Prime,29.82,0.0,8.0,0.0,17.0,12816.0,69.3
180912,650.452673955671,Near Prime,9.47,0.0,14.0,0.0,42.0,16061.0,14.6
113209,681.4998402805155,Near Prime,26.18,0.0,11.0,0.0,15.0,8161.0,81.6
491590,647.9991432783547,Near Prime,23.34,1.0,12.0,0.0,25.0,11638.0,57.0
333398,768.4968462414013,Super Prime,15.29,0.0,8.0,0.0,8.0,4593.0,27.2
202918,681.5805185774186,Near Prime,11.45,1.0,5.0,0.0,21.0,794.0,6.0
634224,596.1875948859251,Subprime,14.43,0.0,8.0,0.0,24.0,15778.0,24.8
557424,770.9001223836403,Super Prime,4.17,0.0,3.0,0.0,6.0,342.0,14.9
78225,769.3862164547496,Super Prime,30.9,0.0,15.0,0.0,28.0,66737.0,85.0
452372,751.4679013299784,Prime,30.8,0.0,12.0,0.0,16.0,12866.0,49.7
544820,709.7468712542762,Prime,28.58,1.0,9.0,1.0,42.0,15114.0,82.0
449922,674.9196919376288,Near Prime,10.82,0.0,11.0,1.0,14.0,6509.0,52.9
199172,721.8454223624053,Prime,3.72,0.0,11.0,0.0,25.0,18515.0,64.3
410863,509.9956401336477,Subprime,31.41,0.0,12.0,0.0,15.0,4348.0,25.1
342653,768.1013637094968,Super Prime,14.62,1.0,6.0,1.0,9.0,1958.0,65.3
112233,691.9427966872329,Near Prime,11.57,0.0,9.0,0.0,25.0,6090.0,50.8
539251,639.4064018762756,Subprime,27.68,1.0,17.0,0.0,44.0,2577.0,8.8
356510,748.9026977559549,Prime,8.77,0.0,3.0,1.0,6.0,3828.0,49.1
59265,612.7738051560091,Subprime,24.97,0.0,18.0,0.0,37.0,229019.0,77.7
545263,676.2016970147257,Near Prime,5.77,0.0,8.0,0.0,23.0,5292.0,30.9
631663,736.9498719975705,Prime,11.01,1.0,6.0,0.0,20.0,18368.0,77.2
70017,595.7586556924007,Subprime,14.08,0.0,6.0,0.0,10.0,33927.0,99.2
359971,685.5667346547749,Near Prime,42.93,0.0,15.0,0.0,24.0,13297.0,50.9
334216,732.9118421446827,Prime,24.13,0.0,12.0,0.0,49.0,9722.0,61.5
186491,612.6982226739821,Subprime,14.68,0.0,14.0,0.0,15.0,2318.0,38.0
249501,763.9801437582539,Super Prime,23.56,0.0,7.0,2.0,27.0,4972.0,44.8
557443,850.0,Super Prime,31.57,0.0,8.0,0.0,13.0,22894.0,64.7
123465,822.7854267644926,Super Prime,29.44,0.0,9.0,0.0,20.0,56281.0,72.8
672888,758.2844352138239,Prime,19.61,0.0,9.0,0.0,19.0,116642.0,88.8
418117,822.6117811498616,Super Prime,3.39,1.0,7.0,1.0,12.0,4295.0,26.0
35935,606.4425814133529,Subprime,28.03,0.0,25.0,0.0,53.0,46487.0,67.6
399678,634.7695022722455,Subprime,25.28,1.0,3.0,1.0,14.0,10119.0,56.5
351185,613.5770515082285,Subprime,21.47,0.0,4.0,0.0,10.0,16991.0,71.7
674754,566.4993386023009,Subprime,10.74,0.0,7.0,0.0,18.0,5453.0,20.2
401053,750.3940371974402,Prime,2.5,0.0,5.0,0.0,15.0,1596.0,55.0
265020,680.3499356744351,Near Prime,18.53,0.0,6.0,0.0,6.0,1616.0,44.9
464328,718.8707939020504,Prime,29.55,0.0,25.0,0.0,48.0,19791.0,40.1
411410,629.0166221743293,Subprime,24.92,0.0,17.0,0.0,29.0,11827.0,12.9
651217,709.0916882826452,Prime,23.61,0.0,12.0,0.0,22.0,10264.0,32.8
434578,683.9015011757115,Near Prime,21.64,0.0,8.0,0.0,13.0,4327.0,18.0
23618,762.5167959294392,Super Prime,10.55,0.0,15.0,0.0,19.0,26795.0,57.1
226097,679.4419702420724,Near Prime,12.79,0.0,9.0,0.0,27.0,12978.0,45.4
351444,698.6572885574386,Near Prime,12.42,0.0,28.0,0.0,46.0,36546.0,21.7
58708,670.2069739381978,Near Prime,2.97,0.0,24.0,0.0,36.0,6827.0,22.7
623227,628.901556833725,Subprime,5.6,0.0,14.0,0.0,16.0,5756.0,43.6
22361,704.1057298685071,Prime,2.17,0.0,6.0,0.0,17.0,9584.0,51.0
514798,692.02541549927,Near Prime,12.37,0.0,4.0,1.0,10.0,1309.0,52.4
161150,793.9009616245058,Super Prime,13.57,0.0,9.0,0.0,19.0,39382.0,101.0
545263,840.3360461158096,Super Prime,8.86,0.0,9.0,2.0,23.0,5517.0,27.6
199737,636.3936805136282,Subprime,22.61,0.0,6.0,1.0,16.0,3050.0,26.3
450823,816.2837397206257,Super Prime,31.2,1.0,13.0,0.0,38.0,13031.0,50.5
165844,643.725588638698,Near Prime,24.01,0.0,4.0,0.0,14.0,41524.0,97.2
356142,465.8451052696153,Subprime,22.13,0.0,8.0,0.0,34.0,4409.0,62.1
403809,729.8959458050693,Prime,23.4,0.0,11.0,0.0,23.0,5807.0,42.1
233955,556.0591547048779,Subprime,14.64,0.0,3.0,0.0,9.0,1238.0,8.8
377656,541.0430890536525,Subprime,17.92,1.0,7.0,0.0,22.0,3868.0,46.0
265638,547.6375976519893,Subprime,16.03,0.0,8.0,0.0,13.0,10167.0,53.0
419569,738.132376471273,Prime,25.48,0.0,8.0,0.0,21.0,4698.0,77.0
47402,700.0077194176957,Prime,26.57,0.0,15.0,0.0,32.0,35616.0,49.9
692771,741.0783797065367,Prime,16.19,0.0,9.0,0.0,11.0,37870.0,53.0
627618,670.2510730868055,Near Prime,10.26,0.0,6.0,0.0,12.0,31813.0,58.9
230681,701.0707319625848,Prime,19.6,0.0,13.0,1.0,43.0,6915.0,62.3
512926,607.1718958316235,Subprime,31.91,0.0,10.0,1.0,37.0,10488.0,65.1
368927,548.327249632087,Subprime,31.96,0.0,9.0,1.0,17.0,12223.0,32.7
669266,707.2334293975351,Prime,7.16,0.0,10.0,0.0,13.0,12719.0,43.6
112205,667.1299683307209,Near Prime,17.13,0.0,32.0,0.0,64.0,46723.0,41.4
440877,626.6432122157048,Subprime,20.03,1.0,13.0,0.0,43.0,12063.0,48.1
1886,685.5850113001164,Near Prime,19.32,0.0,9.0,0.0,22.0,13842.0,40.7
162285,678.9671285346144,Near Prime,2.8,0.0,20.0,2.0,24.0,9309.0,22.9
564638,791.3956679934829,Super Prime,8.68,0.0,7.0,0.0,19.0,14842.0,60.6
602082,764.4039238892277,Super Prime,7.14,0.0,9.0,0.0,21.0,19084.0,72.0
149658,778.1621277368304,Super Prime,6.96,0.0,7.0,0.0,21.0,33312.0,52.5
272743,662.3122663913875,Near Prime,22.63,0.0,11.0,0.0,15.0,23616.0,77.2
662669,751.5002206356489,Prime,11.97,1.0,7.0,0.0,15.0,5839.0,34.1
401335,850.0,Super Prime,16.64,0.0,5.0,0.0,9.0,12733.0,65.0
449464,732.6408942422094,Prime,6.76,0.0,10.0,1.0,17.0,7917.0,28.7
524932,570.0842865183627,Subprime,16.11,0.0,12.0,0.0,16.0,17996.0,60.6
263824,700.6009393421697,Prime,30.04,0.0,10.0,1.0,12.0,7023.0,40.1
83158,756.2558585084389,Prime,12.57,1.0,13.0,0.0,18.0,23429.0,52.5
514036,724.9856424472923,Prime,10.58,0.0,9.0,0.0,13.0,4576.0,67.3
652330,660.5159525351328,Near Prime,16.72,0.0,8.0,0.0,22.0,4283.0,34.5
335245,759.8773369328255,Prime,26.94,0.0,9.0,0.0,19.0,13193.0,48.7
42626,785.8607324900515,Super Prime,15.57,1.0,10.0,0.0,24.0,21713.0,48.6
427982,666.6340275955209,Near Prime,16.04,0.0,8.0,0.0,31.0,16655.0,46.4
111902,786.4673132467544,Super Prime,12.27,0.0,4.0,0.0,5.0,46647.0,101.1
472619,709.869047890567,Prime,7.3,0.0,9.0,1.0,27.0,3718.0,32.1
480476,636.2222771629506,Subprime,19.5,0.0,14.0,0.0,17.0,5500.0,20.2
684977,782.7920623143482,Super Prime,13.31,0.0,16.0,0.0,34.0,20884.0,51.3
281704,659.0510583004832,Near Prime,4.43,0.0,3.0,0.0,3.0,8900.0,34.2
115611,752.2186519250306,Prime,16.3,0.0,19.0,0.0,39.0,24154.0,18.1
404144,729.6520437443295,Prime,13.51,0.0,19.0,0.0,36.0,75012.0,60.4
148617,850.0,Super Prime,13.39,0.0,13.0,0.0,26.0,31566.0,86.7
194821,677.365133913941,Near Prime,37.59,0.0,6.0,0.0,18.0,11280.0,65.6
57398,555.397989411301,Subprime,9.79,0.0,23.0,0.0,41.0,31587.0,59.2
416344,612.0740715468344,Subprime,29.1,0.0,13.0,0.0,20.0,16960.0,77.8
230636,657.4152759451126,Near Prime,6.84,0.0,10.0,0.0,32.0,5483.0,27.1
165505,641.5212672702346,Near Prime,16.55,0.0,15.0,0.0,31.0,44242.0,83.6
72376,579.4461531673257,Subprime,5.7,0.0,3.0,0.0,9.0,25589.0,51.1
316249,686.0884953604356,Near Prime,34.02,0.0,8.0,0.0,16.0,11336.0,52.7
79085,813.8705042185671,Super Prime,15.07,1.0,10.0,0.0,14.0,20570.0,52.0
635315,668.3023691330733,Near Prime,13.23,0.0,10.0,0.0,15.0,6694.0,58.7
233083,600.3442540153076,Subprime,5.64,0.0,6.0,0.0,6.0,4748.0,30.6
401438,783.3393462754367,Super Prime,10.83,1.0,8.0,0.0,15.0,10252.0,53.7
